"Transaction ID",Item,Quantity,"Price Per Unit","Total Spent","Payment Method",Location,"Transaction Date",row_num
TXN_1775278,Juice,4,3,12.0,"Credit Card",Takeaway,2023-02-22,1
TXN_1778707,Salad,5,5,25.0,"Credit Card",Takeaway,2023-03-26,1
TXN_1781777,Salad,3,5,15.0,"Credit Card",Takeaway,2023-10-26,1
TXN_1792405,Tea,3,1.5,4.5,"Digital Wallet",Takeaway,2023-07-06,1
TXN_1792573,Smoothie,5,4,20.0,Cash,Takeaway,2023-12-07,1
TXN_1797690,Cake,5,3,15.0,"Credit Card",Takeaway,2023-08-10,1
TXN_1803599,UNKNOWN,1,4,4.0,"Digital Wallet",Takeaway,2023-08-30,1
TXN_1811216,Sandwich,1,4,4.0,"Digital Wallet",Takeaway,2023-01-18,1
TXN_1815061,Cake,3,3,9.0,"Digital Wallet",In-store,2023-01-20,1
TXN_1817076,ERROR,3,3,UNKNOWN,Cash,In-store,2023-05-31,1
TXN_1817275,Salad,2,5,10.0,Cash,In-store,2023-09-02,1
TXN_1823906,Salad,3,5,15.0,"Digital Wallet",In-store,2023-06-26,1
TXN_1824506,Cake,1,3,3.0,Cash,In-store,2023-03-02,1
TXN_1826919,Juice,4,3,12.0,"Credit Card",In-store,2023-02-21,1
TXN_1828494,Juice,2,3,6.0,"Digital Wallet",Takeaway,2023-07-21,1
TXN_1830432,Cookie,3,1,3.0,"Digital Wallet",Takeaway,2023-11-02,1
TXN_1834831,ERROR,5,5,25.0,"Digital Wallet",In-store,2023-02-16,1
TXN_1836754,Tea,1,1.5,1.5,"Credit Card",In-store,2023-09-10,1
TXN_1837764,Tea,3,1.5,4.5,Cash,In-store,2023-07-30,1
TXN_1837817,Tea,2,1.5,3.0,Cash,ERROR,2023-08-13,1
TXN_1841204,Salad,3,5,15.0,"Digital Wallet",In-store,2023-04-18,1
TXN_1842675,ERROR,4,1,4.0,"Credit Card",Takeaway,2023-06-23,1
TXN_1846004,Juice,3,3,9.0,Cash,In-store,2023-05-21,1
TXN_1849406,Sandwich,5,4,ERROR,Cash,In-store,2023-11-30,1
TXN_1850339,Cookie,5,1,5.0,Cash,Takeaway,2023-01-17,1
TXN_1851725,Cake,5,3,15.0,Cash,Takeaway,2023-02-19,1
TXN_1853983,Tea,1,1.5,1.5,Cash,In-store,2023-12-04,1
TXN_1854102,Coffee,2,2,4.0,"Digital Wallet",Takeaway,2023-07-18,1
TXN_1857902,Sandwich,5,4,20.0,ERROR,Takeaway,2023-04-26,1
TXN_1861717,Tea,2,1.5,3.0,Cash,In-store,2023-11-10,1
TXN_1865302,Cookie,5,1,5.0,"Credit Card",In-store,2023-08-16,1
TXN_1865735,Smoothie,2,4,8.0,"Digital Wallet",In-store,2023-09-22,1
TXN_1866028,Tea,5,1.5,7.5,"Credit Card",Takeaway,2023-06-12,1
TXN_1867158,Cookie,4,1,4.0,"Digital Wallet",Takeaway,2023-05-16,1
TXN_1868447,Tea,3,1.5,4.5,Cash,ERROR,2023-09-30,1
TXN_1869814,Tea,1,1.5,1.5,"Digital Wallet",Takeaway,2023-05-24,1
TXN_1870303,Coffee,4,2,8.0,"Digital Wallet",In-store,2023-05-05,1
TXN_1870423,Salad,2,5,10.0,"Credit Card",Takeaway,2023-04-12,1
TXN_1872692,Salad,5,5,25.0,Cash,In-store,2023-08-09,1
TXN_1875220,Tea,3,1.5,4.5,Cash,In-store,2023-03-07,1
TXN_1882700,Tea,3,1.5,4.5,"Digital Wallet",In-store,2023-04-18,1
TXN_1883231,Juice,5,3,15.0,ERROR,In-store,2023-10-21,1
TXN_1884923,Coffee,4,2,8.0,"Digital Wallet",Takeaway,2023-05-11,1
TXN_1887522,Sandwich,4,4,16.0,Cash,In-store,2023-02-20,1
TXN_1887555,Juice,2,3,6.0,Cash,In-store,2023-01-08,1
TXN_1891141,Juice,4,3,12.0,"Digital Wallet",In-store,2023-10-25,1
TXN_1891978,Salad,4,5,20.0,"Digital Wallet",In-store,2023-09-13,1
TXN_1893222,Smoothie,5,4,20.0,"Credit Card",In-store,2023-12-20,1
TXN_1894142,Sandwich,4,4,16.0,Cash,In-store,2023-09-13,1
TXN_1898102,Cake,4,3,12.0,"Credit Card",Takeaway,2023-10-17,1
TXN_1898329,Cake,5,3,15.0,Cash,In-store,2023-04-12,1
TXN_1899114,Tea,3,1.5,4.5,"Digital Wallet",Takeaway,2023-04-05,1
TXN_1899827,Coffee,5,2,10.0,"Credit Card",Takeaway,2023-06-24,1
TXN_1900620,Smoothie,2,4,8.0,"Credit Card",ERROR,2023-12-14,1
TXN_1902038,UNKNOWN,4,2,8.0,"Credit Card",Takeaway,2023-04-07,1
TXN_1903825,Salad,4,5,20.0,"Digital Wallet",Takeaway,2023-04-01,1
TXN_1907428,Juice,4,3,12.0,"Credit Card",In-store,2023-06-06,1
TXN_1911093,Tea,2,1.5,3.0,"Digital Wallet",In-store,2023-10-07,1
TXN_1912525,ERROR,4,4,16.0,Cash,Takeaway,2023-11-25,1
TXN_1916339,Cake,1,3,3.0,Cash,In-store,2023-07-15,1
TXN_1917336,Sandwich,3,4,12.0,Cash,In-store,2023-04-12,1
TXN_1921415,Cake,1,3,3.0,Cash,Takeaway,2023-11-03,1
TXN_1923263,Sandwich,4,4,16.0,"Digital Wallet",In-store,2023-03-12,1
TXN_1923984,Cake,2,3,6.0,"Credit Card",Takeaway,2023-08-31,1
TXN_1927324,Sandwich,1,4,4.0,"Digital Wallet",Takeaway,2023-08-29,1
TXN_1927431,Cookie,1,1,1.0,"Credit Card",In-store,2023-02-07,1
TXN_1927704,Salad,2,5,10.0,"Digital Wallet",In-store,2023-01-05,1
TXN_1928131,Smoothie,1,4,4.0,"Credit Card",Takeaway,2023-04-17,1
TXN_1928241,Coffee,3,2,6.0,Cash,In-store,2023-04-30,1
TXN_1928401,Sandwich,5,4,20.0,"Digital Wallet",In-store,2023-06-15,1
TXN_1929398,Sandwich,1,4,4.0,"Digital Wallet",In-store,2023-02-23,1
TXN_1931404,Cake,5,3,15.0,ERROR,In-store,2023-10-01,1
TXN_1933315,Juice,2,3,6.0,"Digital Wallet",In-store,2023-09-29,1
TXN_1933628,UNKNOWN,2,3,6.0,Cash,In-store,2023-08-27,1
TXN_1934166,Sandwich,5,4,20.0,Cash,In-store,2023-03-06,1
TXN_1935119,Coffee,4,2,8.0,"Credit Card",Takeaway,2023-07-15,1
TXN_1936644,Juice,3,3,9.0,"Digital Wallet",ERROR,2023-01-28,1
TXN_1936915,Salad,3,5,15.0,"Digital Wallet",In-store,2023-01-24,1
TXN_1938071,Sandwich,4,4,16.0,"Credit Card",In-store,2023-12-25,1
TXN_1938148,Cake,2,3,6.0,"Credit Card",Takeaway,2023-06-07,1
TXN_1940778,Tea,2,1.5,3.0,Cash,In-store,2023-02-01,1
TXN_1941099,UNKNOWN,5,1,5.0,Cash,ERROR,2023-04-14,1
TXN_1943186,Salad,2,5,10.0,Cash,In-store,2023-12-16,1
TXN_1950008,Smoothie,4,4,16.0,"Digital Wallet",In-store,2023-07-24,1
TXN_1950187,Tea,2,1.5,3.0,"Credit Card",Takeaway,2023-04-13,1
TXN_1950777,Salad,5,5,25.0,Cash,Takeaway,2023-08-26,1
TXN_1951166,Tea,2,1.5,,"Credit Card",ERROR,2023-08-28,1
TXN_1961373,Coffee,2,2,4.0,"Credit Card",Takeaway,2023-09-08,1
TXN_1961595,Smoothie,5,4,20.0,"Digital Wallet",In-store,2023-07-02,1
TXN_1967032,Tea,1,1.5,1.5,"Digital Wallet",Takeaway,2023-01-12,1
TXN_1967565,Smoothie,5,4,20.0,"Credit Card",Takeaway,2023-03-31,1
TXN_1970180,Cake,2,3,6.0,"Digital Wallet",Takeaway,2023-08-02,1
TXN_1971865,Cake,1,3,3.0,"Digital Wallet",Takeaway,2023-04-11,1
TXN_1972843,Coffee,2,2,4.0,ERROR,ERROR,2023-02-20,1
TXN_1973716,Salad,4,5,20.0,"Credit Card",In-store,2023-01-21,1
TXN_1982031,Cookie,4,1,4.0,Cash,Takeaway,2023-02-03,1
TXN_1983422,Cookie,2,1,2.0,"Digital Wallet",In-store,2023-06-26,1
TXN_1983842,Cake,5,3,15.0,"Digital Wallet",ERROR,2023-03-16,1
TXN_1984774,Tea,3,1.5,4.5,Cash,Takeaway,2023-11-13,1
TXN_1985223,Smoothie,3,4,12.0,"Digital Wallet",Takeaway,2023-09-21,1
TXN_1985396,Sandwich,3,4,12.0,Cash,In-store,2023-01-23,1
TXN_1987212,Smoothie,5,4,ERROR,"Credit Card",Takeaway,2023-04-07,1
TXN_1990029,Tea,4,1.5,6.0,"Credit Card",In-store,2023-11-18,1
TXN_1991987,Cake,3,3,9.0,"Credit Card",In-store,2023-10-22,1
TXN_1993503,Cookie,4,1,4.0,"Credit Card",ERROR,2023-08-16,1
TXN_1993675,Cookie,3,1,3.0,Cash,Takeaway,2023-01-09,1
TXN_2000400,Tea,5,1.5,7.5,"Digital Wallet",Takeaway,2023-09-29,1
TXN_2005789,Juice,3,3,9.0,"Credit Card",Takeaway,2023-03-13,1
TXN_2009782,Salad,5,5,25.0,"Credit Card",ERROR,2023-05-11,1
TXN_2014042,Cookie,4,1,4.0,"Digital Wallet",Takeaway,2023-10-27,1
TXN_2020318,Tea,3,1.5,4.5,"Digital Wallet",In-store,2023-10-12,1
TXN_2023802,Cake,2,3,6.0,Cash,In-store,2023-02-28,1
TXN_2024121,Juice,5,3,UNKNOWN,"Digital Wallet",In-store,2023-11-06,1
TXN_2024598,Sandwich,1,4,4.0,"Digital Wallet",In-store,2023-01-01,1
TXN_2026084,ERROR,2,2,4.0,Cash,In-store,2023-10-20,1
TXN_2029497,Sandwich,2,4,8.0,Cash,Takeaway,2023-01-06,1
TXN_2030078,Smoothie,1,4,4.0,"Digital Wallet",Takeaway,2023-04-10,1
TXN_2031459,Cake,3,3,9.0,Cash,Takeaway,2023-07-04,1
TXN_2031545,Juice,2,3,6.0,"Digital Wallet",In-store,2023-05-02,1
TXN_2037742,Cake,4,3,12.0,"Digital Wallet",In-store,2023-11-14,1
TXN_2044375,Salad,1,5,5.0,Cash,Takeaway,2023-01-05,1
TXN_2047672,Sandwich,1,4,4.0,"Credit Card",In-store,2023-01-25,1
TXN_2052060,Sandwich,3,4,12.0,Cash,Takeaway,2023-11-07,1
TXN_2052395,Smoothie,3,4,12.0,"Credit Card",In-store,2023-07-06,1
TXN_2056358,Coffee,3,2,6.0,Cash,In-store,2023-09-17,1
TXN_2059647,Tea,1,1.5,1.5,"Digital Wallet",In-store,2023-05-29,1
TXN_2062269,Juice,4,3,12.0,"Digital Wallet",Takeaway,2023-09-08,1
TXN_2062854,Sandwich,4,4,16.0,"Digital Wallet",Takeaway,2023-12-01,1
TXN_2064049,Salad,4,5,20.0,"Credit Card",Takeaway,2023-09-21,1
TXN_2064360,Coffee,4,2,8.0,"Digital Wallet",In-store,2023-08-30,1
TXN_2066115,Salad,4,5,20.0,"Credit Card",In-store,2023-08-18,1
TXN_2077318,Juice,2,3,6.0,"Digital Wallet",In-store,2023-08-24,1
TXN_2078317,Tea,1,1.5,1.5,Cash,In-store,2023-09-21,1
TXN_2079029,Cake,5,3,15.0,Cash,In-store,2023-05-11,1
TXN_2080682,Coffee,3,2,6.0,"Credit Card",In-store,2023-05-02,1
TXN_2084080,Cookie,4,1,4.0,"Digital Wallet",Takeaway,2023-09-22,1
TXN_2084377,Smoothie,1,4,4.0,"Credit Card",ERROR,2023-10-22,1
TXN_2086557,Smoothie,2,4,8.0,Cash,In-store,2023-01-13,1
TXN_2086841,Salad,4,5,20.0,"Credit Card",In-store,2023-03-16,1
TXN_2086896,ERROR,4,3,12.0,Cash,Takeaway,2023-11-25,1
TXN_2092288,Coffee,1,2,2.0,"Credit Card",Takeaway,2023-03-30,1
TXN_2092306,Juice,4,3,ERROR,ERROR,In-store,2023-04-01,1
TXN_2096487,ERROR,5,4,20.0,"Digital Wallet",Takeaway,2023-08-09,1
TXN_2096922,Coffee,3,2,6.0,"Digital Wallet",Takeaway,2023-12-11,1
TXN_2097023,Salad,3,5,15.0,"Digital Wallet",Takeaway,2023-11-10,1
TXN_2100697,Coffee,3,2,6.0,"Digital Wallet",Takeaway,2023-09-19,1
TXN_2101934,Smoothie,4,4,16.0,Cash,In-store,2023-11-27,1
TXN_2102950,Coffee,5,2,10.0,"Digital Wallet",Takeaway,2023-12-07,1
TXN_2103018,Cake,5,3,,"Credit Card",In-store,2023-11-24,1
TXN_2103626,Juice,3,3,9.0,Cash,In-store,2023-04-23,1
TXN_2104473,Cake,3,3,9.0,"Digital Wallet",Takeaway,2023-01-01,1
TXN_2104550,Coffee,4,2,UNKNOWN,"Credit Card",In-store,2023-09-08,1
TXN_2106437,Tea,1,1.5,1.5,Cash,Takeaway,2023-08-01,1
TXN_2108125,Coffee,1,2,2.0,"Credit Card",In-store,2023-10-06,1
TXN_2108486,Juice,4,3,12.0,"Digital Wallet",Takeaway,2023-12-28,1
TXN_2108894,Sandwich,4,4,16.0,"Credit Card",In-store,2023-10-30,1
TXN_2110490,ERROR,1,5,5.0,Cash,In-store,2023-08-29,1
TXN_2112522,Sandwich,5,4,20.0,"Digital Wallet",Takeaway,2023-04-30,1
TXN_2112848,Cookie,4,1,4.0,"Credit Card",In-store,2023-10-16,1
TXN_2112911,Salad,3,5,15.0,"Digital Wallet",Takeaway,2023-09-18,1
TXN_2119373,Salad,4,5,20.0,"Credit Card",In-store,2023-06-30,1
TXN_2119809,Salad,5,5,25.0,"Digital Wallet",In-store,2023-04-21,1
TXN_2123573,Coffee,5,2,10.0,"Digital Wallet",Takeaway,2023-01-09,1
TXN_2126408,Cookie,3,1,3.0,Cash,Takeaway,2023-10-19,1
TXN_2127588,Cake,4,3,12.0,Cash,In-store,2023-07-17,1
TXN_2132434,Salad,4,5,20.0,"Digital Wallet",In-store,2023-06-03,1
TXN_2134650,Juice,4,3,12.0,"Digital Wallet",Takeaway,2023-02-11,1
TXN_2134660,UNKNOWN,5,3,15.0,"Credit Card",In-store,2023-11-08,1
TXN_2134763,Juice,3,3,9.0,"Credit Card",Takeaway,2023-03-28,1
TXN_2134911,Tea,5,1.5,7.5,"Digital Wallet",In-store,2023-10-07,1
TXN_2140056,Cookie,1,1,1.0,"Digital Wallet",Takeaway,2023-12-07,1
TXN_2141924,Salad,5,5,25.0,Cash,In-store,2023-11-27,1
TXN_2142961,Coffee,5,2,10.0,"Credit Card",Takeaway,2023-09-21,1
TXN_2145530,Sandwich,3,4,12.0,"Digital Wallet",ERROR,2023-10-08,1
TXN_2147448,Coffee,4,2,8.0,"Credit Card",In-store,2023-11-27,1
TXN_2152670,Tea,3,1.5,4.5,"Credit Card",In-store,2023-12-24,1
TXN_2153838,Tea,4,1.5,ERROR,"Digital Wallet",In-store,2023-12-19,1
TXN_2154866,Tea,2,1.5,3.0,"Credit Card",Takeaway,2023-08-11,1
TXN_2155368,ERROR,2,1,2.0,"Digital Wallet",Takeaway,2023-02-06,1
TXN_2155393,Juice,2,3,6.0,"Digital Wallet",In-store,2023-07-12,1
TXN_2156128,Sandwich,1,4,4.0,"Digital Wallet",In-store,2023-07-21,1
TXN_2156218,Smoothie,2,4,8.0,"Digital Wallet",In-store,2023-07-24,1
TXN_2161341,Salad,5,5,25.0,"Digital Wallet",ERROR,2023-03-12,1
TXN_2161372,Juice,1,3,3.0,"Credit Card",Takeaway,2023-12-17,1
TXN_2163150,Salad,1,5,5.0,Cash,In-store,2023-08-25,1
TXN_2163229,Cookie,4,1,4.0,Cash,Takeaway,2023-12-21,1
TXN_2165745,Coffee,4,2,8.0,"Credit Card",In-store,2023-01-31,1
TXN_2168513,Cake,1,3,3.0,"Digital Wallet",In-store,2023-02-09,1
TXN_2172301,Cookie,4,1,4.0,"Digital Wallet",Takeaway,2023-04-06,1
TXN_2178735,Juice,3,3,9.0,"Credit Card",Takeaway,2023-07-24,1
TXN_2178964,Tea,4,1.5,6.0,Cash,Takeaway,2023-12-25,1
TXN_2181545,Juice,4,3,12.0,"Credit Card",Takeaway,2023-07-14,1
TXN_2182790,Tea,5,1.5,7.5,"Credit Card",Takeaway,2023-05-05,1
TXN_2185727,Salad,4,5,20.0,"Digital Wallet",In-store,2023-10-08,1
TXN_2190325,Sandwich,4,4,16.0,"Credit Card",In-store,2023-03-10,1
TXN_2190793,UNKNOWN,4,1,4.0,"Credit Card",Takeaway,2023-07-29,1
TXN_2192787,Sandwich,5,4,20.0,Cash,In-store,2023-01-01,1
TXN_2194305,Sandwich,2,4,8.0,"Credit Card",Takeaway,2023-09-16,1
TXN_2195218,Cake,4,3,12.0,"Digital Wallet",In-store,2023-09-10,1
TXN_2204457,Coffee,4,2,8.0,Cash,Takeaway,2023-01-06,1
TXN_2205071,Coffee,5,2,10.0,"Credit Card",In-store,2023-11-23,1
TXN_2206639,Coffee,4,2,8.0,Cash,Takeaway,2023-06-29,1
TXN_2208949,Cake,4,3,12.0,Cash,Takeaway,2023-08-05,1
TXN_2210019,Sandwich,3,4,12.0,Cash,In-store,2023-12-05,1
TXN_2210265,Juice,2,3,6.0,"Credit Card",Takeaway,2023-06-14,1
TXN_2210925,Juice,4,3,12.0,Cash,In-store,2023-07-06,1
TXN_2211685,Smoothie,1,4,4.0,"Credit Card",In-store,2023-06-06,1
TXN_2212234,Juice,2,3,6.0,Cash,In-store,2023-12-22,1
TXN_2213556,Coffee,1,2,2.0,Cash,In-store,2023-05-30,1
TXN_2216532,Tea,3,1.5,4.5,Cash,ERROR,2023-12-27,1
TXN_2221447,Cookie,1,1,1.0,"Credit Card",In-store,2023-12-06,1
TXN_2224251,Juice,4,3,,"Digital Wallet",Takeaway,2023-04-14,1
TXN_2227781,Cake,1,3,3.0,Cash,Takeaway,2023-01-21,1
TXN_2229365,Sandwich,2,4,8.0,Cash,In-store,2023-09-07,1
TXN_2230167,Cake,4,3,12.0,"Digital Wallet",Takeaway,2023-09-22,1
TXN_2238287,Salad,3,5,15.0,"Digital Wallet",In-store,2023-05-22,1
TXN_2242015,Tea,2,1.5,3.0,Cash,ERROR,2023-08-26,1
TXN_2244418,Salad,5,5,25.0,Cash,Takeaway,2023-10-15,1
TXN_2248497,Salad,2,5,10.0,Cash,Takeaway,2023-03-07,1
TXN_2251128,Smoothie,3,4,12.0,"Credit Card",In-store,2023-06-07,1
TXN_2252121,Smoothie,3,4,12.0,ERROR,ERROR,2023-02-01,1
TXN_2252586,Tea,3,1.5,4.5,Cash,Takeaway,2023-09-08,1
TXN_2253852,Cookie,2,1,2.0,"Credit Card",Takeaway,2023-08-26,1
TXN_2257337,Cookie,4,1,ERROR,Cash,ERROR,2023-07-24,1
TXN_2262398,Tea,1,1.5,,"Credit Card",Takeaway,2023-09-12,1
TXN_2264883,Juice,2,3,6.0,"Credit Card",Takeaway,2023-12-24,1
TXN_2265984,Cookie,5,1,5.0,"Credit Card",Takeaway,2023-10-18,1
TXN_2269396,Coffee,3,2,6.0,"Digital Wallet",In-store,2023-10-26,1
TXN_2273573,Cookie,5,1,5.0,Cash,In-store,2023-11-12,1
TXN_2274702,Cookie,5,1,5.0,"Credit Card",In-store,2023-12-11,1
TXN_2274945,Sandwich,4,4,16.0,Cash,In-store,2023-03-29,1
TXN_2275799,Sandwich,3,4,12.0,"Digital Wallet",In-store,2023-10-04,1
TXN_2276426,Juice,5,3,15.0,"Credit Card",In-store,2023-10-21,1
TXN_2276722,Salad,2,5,10.0,Cash,Takeaway,2023-12-21,1
TXN_2278015,Tea,2,1.5,3.0,"Digital Wallet",In-store,2023-04-10,1
TXN_2282319,Juice,2,3,,Cash,In-store,2023-08-14,1
TXN_2285849,Tea,2,1.5,3.0,"Credit Card",Takeaway,2023-09-10,1
TXN_2289122,Smoothie,4,4,16.0,Cash,In-store,2023-08-20,1
TXN_2291713,Salad,4,5,20.0,Cash,In-store,2023-08-06,1
TXN_2292088,ERROR,1,4,4.0,"Digital Wallet",Takeaway,2023-03-04,1
TXN_2294397,Coffee,5,2,10.0,"Digital Wallet",In-store,2023-02-25,1
TXN_2294603,Tea,1,1.5,1.5,"Credit Card",Takeaway,2023-09-02,1
TXN_2294776,Juice,4,3,12.0,"Credit Card",Takeaway,2023-04-10,1
TXN_2299364,Salad,1,5,5.0,Cash,In-store,2023-10-26,1
TXN_2302259,Juice,3,3,9.0,"Credit Card",Takeaway,2023-09-20,1
TXN_2308317,Coffee,2,2,4.0,"Digital Wallet",Takeaway,2023-11-13,1
TXN_2311186,Smoothie,3,4,12.0,"Digital Wallet",ERROR,2023-07-16,1
TXN_2312908,Coffee,3,2,6.0,Cash,In-store,2023-02-07,1
TXN_2316206,Cookie,1,1,1.0,"Credit Card",In-store,2023-01-23,1
TXN_2317867,Tea,5,1.5,7.5,Cash,In-store,2023-01-23,1
TXN_2320493,Smoothie,1,4,4.0,"Digital Wallet",In-store,2023-03-22,1
TXN_2324227,Cookie,1,1,1.0,"Digital Wallet",In-store,2023-06-07,1
TXN_2330694,Salad,3,5,15.0,Cash,In-store,2023-05-31,1
TXN_2335088,Salad,4,5,20.0,Cash,In-store,2023-10-27,1
TXN_2336708,ERROR,2,3,6.0,Cash,In-store,2023-06-16,1
TXN_2336857,Cake,3,3,9.0,Cash,In-store,2023-08-02,1
TXN_2336921,Juice,3,3,9.0,"Digital Wallet",Takeaway,2023-05-01,1
TXN_2337113,Coffee,1,2,2.0,"Digital Wallet",Takeaway,2023-11-19,1
TXN_2337888,Coffee,1,2,2.0,"Credit Card",In-store,2023-02-10,1
TXN_2340643,Salad,5,5,25.0,Cash,In-store,2023-01-05,1
TXN_2345373,Tea,3,1.5,4.5,"Credit Card",Takeaway,2023-02-20,1
TXN_2346001,UNKNOWN,2,5,10.0,"Digital Wallet",Takeaway,2023-08-21,1
TXN_2347248,Salad,1,5,5.0,"Credit Card",ERROR,2023-11-11,1
TXN_2349072,Smoothie,5,4,20.0,Cash,Takeaway,2023-09-06,1
TXN_2350703,UNKNOWN,4,3,12.0,Cash,In-store,2023-08-20,1
TXN_2352246,Smoothie,4,4,16.0,"Credit Card",Takeaway,2023-06-20,1
TXN_2354394,Tea,4,1.5,6.0,Cash,In-store,2023-04-17,1
TXN_2355099,Salad,5,5,25.0,Cash,Takeaway,2023-03-18,1
TXN_2363378,Coffee,5,2,10.0,Cash,Takeaway,2023-04-23,1
TXN_2365394,Cake,2,3,6.0,"Digital Wallet",In-store,2023-04-06,1
TXN_2366464,Juice,1,3,3.0,Cash,Takeaway,2023-06-05,1
TXN_2369294,Sandwich,2,4,8.0,Cash,Takeaway,2023-09-07,1
TXN_2370338,Cake,4,3,12.0,"Credit Card",Takeaway,2023-10-30,1
TXN_2371464,Smoothie,4,4,16.0,Cash,In-store,2023-09-20,1
TXN_2371827,Cookie,5,1,5.0,Cash,In-store,2023-04-03,1
TXN_2372348,Cake,2,3,6.0,"Digital Wallet",Takeaway,2023-01-05,1
TXN_2377667,Smoothie,3,4,12.0,"Digital Wallet",Takeaway,2023-10-27,1
TXN_2378096,Tea,3,1.5,4.5,Cash,Takeaway,2023-09-22,1
TXN_2381411,Coffee,5,2,10.0,Cash,In-store,2023-07-30,1
TXN_2383598,Sandwich,2,4,8.0,"Digital Wallet",In-store,2023-09-19,1
TXN_2385697,Coffee,1,2,2.0,Cash,Takeaway,2023-09-10,1
TXN_2386202,Salad,4,5,20.0,Cash,In-store,2023-01-22,1
TXN_2389110,Sandwich,2,4,8.0,Cash,In-store,2023-05-30,1
TXN_2391245,ERROR,4,2,8.0,"Digital Wallet",In-store,2023-04-13,1
TXN_2393219,Juice,4,3,12.0,"Digital Wallet",In-store,2023-12-27,1
TXN_2398895,Juice,5,3,15.0,"Digital Wallet",In-store,2023-04-04,1
TXN_2401829,Smoothie,5,4,20.0,"Digital Wallet",Takeaway,2023-02-07,1
TXN_2402978,Cookie,3,1,3.0,"Credit Card",In-store,2023-01-21,1
TXN_2402993,Cookie,5,1,5.0,Cash,Takeaway,2023-06-11,1
TXN_2404800,Sandwich,5,4,20.0,Cash,In-store,2023-01-28,1
TXN_2405666,ERROR,2,3,6.0,Cash,Takeaway,2023-04-20,1
TXN_2406283,Juice,4,3,12.0,"Digital Wallet",In-store,2023-02-24,1
TXN_2408294,Sandwich,4,4,16.0,"Digital Wallet",In-store,2023-12-26,1
TXN_2409052,Sandwich,1,4,4.0,"Credit Card",In-store,2023-07-08,1
TXN_2413626,Cake,1,3,3.0,"Credit Card",Takeaway,2023-11-06,1
TXN_2416816,Smoothie,5,4,20.0,"Digital Wallet",In-store,2023-10-19,1
TXN_2417271,Tea,4,1.5,6.0,"Credit Card",Takeaway,2023-02-01,1
TXN_2417721,Coffee,4,2,8.0,"Credit Card",Takeaway,2023-10-20,1
TXN_2418609,Sandwich,2,4,8.0,"Digital Wallet",In-store,2023-09-06,1
TXN_2422584,Tea,1,1.5,1.5,Cash,In-store,2023-11-28,1
TXN_2423167,Cake,3,3,9.0,"Digital Wallet",Takeaway,2023-06-29,1
TXN_2423343,Tea,4,1.5,6.0,ERROR,In-store,2023-09-25,1
TXN_2424839,Juice,4,3,12.0,"Digital Wallet",In-store,2023-09-28,1
TXN_2427834,Tea,4,1.5,6.0,ERROR,In-store,2023-06-15,1
TXN_2432379,Coffee,1,2,2.0,"Credit Card",In-store,2023-10-24,1
TXN_2435025,Juice,1,3,3.0,Cash,In-store,2023-10-08,1
TXN_2436779,Cake,1,3,3.0,"Credit Card",Takeaway,2023-05-24,1
TXN_2437725,Sandwich,4,4,16.0,"Credit Card",Takeaway,2023-01-27,1
TXN_2438638,Cake,2,3,6.0,"Credit Card",Takeaway,2023-08-12,1
TXN_2441029,Cake,5,3,15.0,Cash,In-store,2023-05-18,1
TXN_2444408,Sandwich,2,4,8.0,"Digital Wallet",In-store,2023-05-11,1
TXN_2447261,Cookie,3,1,3.0,"Credit Card",Takeaway,2023-10-15,1
TXN_2451247,Tea,4,1.5,6.0,"Digital Wallet",Takeaway,2023-02-14,1
TXN_2452819,Cookie,3,1,3.0,"Credit Card",In-store,2023-07-31,1
TXN_2453194,Cake,4,3,12.0,"Digital Wallet",ERROR,2023-11-18,1
TXN_2457961,Coffee,2,2,4.0,"Credit Card",In-store,2023-06-08,1
TXN_2461859,Sandwich,2,4,8.0,"Digital Wallet",ERROR,2023-09-23,1
TXN_2463115,Sandwich,5,4,20.0,"Credit Card",Takeaway,2023-09-12,1
TXN_2470530,Cake,1,3,3.0,"Digital Wallet",Takeaway,2023-03-21,1
TXN_2470532,ERROR,1,2,2.0,"Digital Wallet",In-store,2023-01-21,1
TXN_2471972,Cookie,1,1,1.0,Cash,Takeaway,2023-04-08,1
TXN_2474286,Juice,2,3,6.0,"Digital Wallet",In-store,2023-12-09,1
TXN_2474395,Smoothie,4,4,16.0,"Digital Wallet",Takeaway,2023-12-28,1
TXN_2477550,ERROR,2,4,8.0,Cash,Takeaway,2023-02-02,1
TXN_2477650,Cookie,1,1,1.0,Cash,Takeaway,2023-10-24,1
TXN_2480488,Juice,2,3,6.0,Cash,Takeaway,2023-03-01,1
TXN_2482129,Juice,1,3,3.0,Cash,ERROR,2023-12-12,1
TXN_2485183,Smoothie,5,4,20.0,Cash,In-store,2023-07-07,1
TXN_2485272,Tea,4,1.5,6.0,"Digital Wallet",Takeaway,2023-06-30,1
TXN_2488987,Tea,5,1.5,7.5,Cash,In-store,2023-06-12,1
TXN_2490185,Salad,4,5,20.0,"Credit Card",In-store,2023-12-18,1
TXN_2493262,Cookie,2,1,2.0,"Credit Card",Takeaway,2023-01-03,1
TXN_2493446,Sandwich,1,4,4.0,Cash,Takeaway,2023-05-19,1
TXN_2495471,Salad,3,5,15.0,"Credit Card",Takeaway,2023-10-22,1
TXN_2495788,Cookie,2,1,2.0,"Credit Card",Takeaway,2023-12-16,1
